"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"94","Brock Nelson","COL, NYI","C","80","1153.7","18","22","13","9","40","71.43","133","13.53","15.55","259","202","170","73","6","29","18","9","9","0","0","16","45","32","32","72","38","497","472","51.29"
"286","Alex Tuch","BUF","R","82","1088.4166666667","22","18","8","10","40","72.73","128","17.19","15.04","271","210","143","69","11","26","41","16","13","3","0","12","64","29","61","46","79","41","62","39.81"
"302","Warren Foegele","L.A","L","82","1096.8166666667","22","18","8","10","40","74.07","168","13.10","19.08","310","251","176","94","15","28","20","10","10","0","0","12","57","30","73","81","32","20","29","40.82"
"713","Alexis Lafrenière","NYR","L","82","1213.8833333333","15","25","18","7","40","64.52","122","12.30","13.42","253","197","131","63","10","13","38","14","13","0","1","13","37","23","117","80","25","11","24","31.43"
"901","Matvei Michkov","PHI","R","80","1025.5166666667","15","25","14","11","40","78.43","137","10.95","15.34","232","190","117","55","4","28","32","16","16","0","0","17","69","9","27","61","22","10","8","55.56"
"112","Bryan Rust","PIT","R","71","1041.0166666667","20","19","12","7","39","68.42","138","14.49","17.23","246","207","159","92","8","28","18","9","9","0","0","9","47","13","61","55","36","5","2","71.43"
"254","Bo Horvat","NYI","C","81","1198.6166666667","16","23","16","7","39","70.91","153","10.46","16.46","300","238","169","73","10","30","14","7","7","0","0","9","75","16","95","55","32","555","388","58.85"
"342","Mikko Rantanen","CAR, COL, DAL","R","82","1308.55","12","27","19","8","39","62.90","139","8.63","17.57","276","213","183","86","9","26","46","19","18","0","1","19","70","32","41","97","43","102","75","57.63"
"351","Dylan Strome","WSH","C","82","1095.1333333333","19","20","11","9","39","72.22","103","18.45","13.64","181","146","121","65","3","22","26","13","13","0","0","9","58","17","22","34","50","484","439","52.44"
"640","Matt Boldy","MIN","L","82","1253.2166666667","14","25","13","12","39","78.00","188","7.45","19.31","382","303","182","81","10","30","45","21","20","1","0","13","68","31","49","99","56","37","47","44.05"
"793","Wyatt Johnston","DAL","C","82","1097.4","18","21","13","8","39","69.64","127","14.17","16.17","249","188","175","78","2","22","12","6","6","0","0","11","45","26","42","85","38","353","323","52.22"
"828","Logan Cooley","UTA","C","75","1011.05","18","21","12","9","39","72.22","119","15.13","12.75","217","168","119","49","4","16","38","19","19","0","0","17","61","18","57","108","22","272","345","44.08"
"4","Alex Ovechkin","WSH","L","65","822.2","21","17","12","5","38","77.55","141","14.89","13.07","302","215","139","57","8","20","12","6","6","0","0","2","36","5","102","24","11","0","1","0.00"
"20","Jamie Benn","DAL","L","80","936.68333333333","15","23","14","9","38","76.00","101","14.85","12.54","186","142","110","68","8","17","54","19","16","2","1","12","53","11","107","66","39","202","160","55.80"
"224","Pavel Buchnevich","STL","L","76","1089.6333333333","16","22","12","10","38","64.41","107","14.95","13.09","207","157","130","62","13","21","18","9","9","0","0","8","58","14","38","41","24","76","132","36.54"
"251","Sean Monahan","CBJ","C","54","742.81666666667","11","27","19","8","38","71.70","84","13.10","12.09","152","122","90","54","5","20","16","8","8","0","0","4","43","11","30","29","29","420","391","51.79"
"407","Auston Matthews","TOR","C","67","953.2","15","23","14","9","38","74.51","160","9.38","18.95","310","247","197","91","11","30","20","9","9","0","0","14","51","26","43","33","64","524","375","58.29"
"550","Ryan McLeod","BUF","C","79","1027.9","12","26","14","12","38","70.37","76","15.79","9.14","155","118","88","42","8","12","14","7","7","0","0","5","59","25","17","61","26","457","406","52.95"
"563","Rasmus Dahlin","BUF","D","73","1358.9833333333","9","29","16","13","38","54.29","142","6.34","7.09","311","200","100","23","12","30","48","24","24","0","0","23","91","33","87","137","81","0","0","-"
"721","Quinton Byfield","L.A","R","81","1139.8","14","24","10","14","38","65.52","115","12.17","11.34","248","183","137","59","11","28","40","20","20","0","0","20","58","19","78","125","30","363","452","44.54"
"861","Juraj Slafkovsky","MTL","L","79","1086.4833333333","13","25","12","13","38","62.30","98","13.27","14.26","217","167","136","65","6","14","37","17","16","1","0","18","64","14","188","98","58","5","11","31.25"
"275","Sam Reinhart","FLA","C","79","1122.5666666667","17","20","12","8","37","72.55","130","13.08","14.87","255","201","147","68","5","26","25","6","4","1","1","11","56","18","91","85","42","137","166","45.21"
"505","Martin Necas","CAR, COL","C","79","1109.7833333333","12","25","17","8","37","67.27","123","9.76","12.87","270","198","140","52","11","23","16","8","8","0","0","23","67","17","61","98","20","41","65","38.68"
"717","Tim Stützle","OTT","C","82","1225.45","14","23","13","10","37","67.27","111","12.61","11.01","204","150","125","55","4","21","30","15","15","0","0","35","51","19","127","113","42","180","197","47.75"
"735","Will Cuylle","NYR","L","82","1054.85","16","21","10","11","37","64.91","132","12.12","17.5","244","195","152","89","13","25","42","18","16","2","0","12","43","8","294","73","41","6","14","30.00"
"771","Kent Johnson","CBJ","C","68","913.3","19","18","8","10","37","66.07","92","20.65","8.93","193","135","92","36","3","17","14","7","7","0","0","3","55","17","3","39","23","0","8","0.00"
"796","Mason McTavish","ANA","C","76","1026.8166666667","14","23","10","13","37","71.15","121","11.57","14.79","240","186","142","68","8","19","36","18","18","0","0","23","41","16","67","41","26","377","360","51.15"
"8","Anze Kopitar","L.A","C","81","1132.3833333333","16","20","13","7","36","64.29","77","20.78","9.95","146","113","88","52","4","14","4","2","2","0","0","12","52","26","26","41","52","596","454","56.76"
"110","Mikael Granlund","DAL, S.J","C","83","1148.1166666667","11","25","18","7","36","67.92","105","10.48","10.96","193","158","93","45","6","24","26","13","13","0","0","10","63","16","49","90","44","283","288","49.56"
"152","J.T. Miller","NYR, VAN","C","72","942.7","11","25","16","9","36","73.47","91","12.09","10.64","168","135","96","45","5","14","49","20","17","3","0","17","55","24","161","41","34","455","330","57.96"
"291","Jared McCann","SEA","L","82","980","12","24","16","8","36","69.23","119","10.08","9.56","250","188","110","41","6","18","14","7","7","0","0","19","53","22","45","40","40","86","93","48.04"
"378","Anthony Cirelli","T.B","C","80","1137.4166666667","15","21","9","12","36","61.02","115","13.04","15.32","213","171","142","74","12","20","22","10","10","0","0","15","52","18","22","82","52","507","503","50.20"
"734","Alex Laferriere","L.A","R","77","1085.5","16","20","14","6","36","65.45","154","10.39","18.28","324","249","187","87","11","38","18","9","9","0","0","14","44","13","120","92","42","34","55","38.20"
"906","Macklin Celebrini","S.J","C","70","1057.2833333333","16","20","13","7","36","81.82","153","10.46","14.1","283","225","162","55","7","21","28","14","14","0","0","21","95","27","34","60","50","407","454","47.27"
"60","Nazem Kadri","CGY","C","82","1238.4833333333","20","15","10","5","35","81.40","208","9.62","18.3","399","286","205","75","22","27","56","21","18","2","1","35","51","27","54","109","28","561","670","45.57"
"127","Vincent Trocheck","NYR","C","82","1231.4666666667","14","21","13","8","35","57.38","133","10.53","16.17","246","206","144","74","6","24","38","16","14","2","0","23","72","23","195","80","61","599","406","59.60"
"156","Phillip Danault","L.A","C","80","1094.45","7","28","21","7","35","67.31","103","6.80","12.94","198","154","129","70","7","20","20","10","10","0","0","16","73","19","76","54","56","489","438","52.75"
"355","Roope Hintz","DAL","C","76","907.88333333333","17","18","13","5","35","74.47","101","16.83","10.99","181","140","119","62","8","12","26","13","13","0","0","17","55","15","48","53","43","372","322","53.60"
"390","Troy Terry","ANA","R","77","1120.7","14","21","9","12","35","76.09","121","11.57","13.27","239","178","127","53","3","22","12","6","6","0","0","27","54","19","6","64","28","12","20","37.50"
"548","Quinn Hughes","VAN","D","68","1363.4","10","25","17","8","35","53.85","124","8.06","5.78","348","202","99","8","7","19","25","7","5","1","1","15","85","24","13","74","56","0","0","-"
"637","Bobby Brink","PHI","R","79","968.35","9","26","13","13","35","79.55","79","11.39","9.23","148","115","83","45","3","8","16","8","8","0","0","7","50","19","91","75","29","15","32","31.91"
"699","Marco Rossi","MIN","C","82","1222.65","14","21","14","7","35","62.50","90","15.56","13.5","183","143","128","65","5","20","24","12","12","0","0","19","54","18","61","66","40","392","459","46.06"
"788","Matthew Knies","TOR","L","78","1086.3166666667","22","13","6","7","35","64.81","120","18.33","16.19","201","167","152","100","6","18","35","16","15","1","0","18","44","12","175","79","31","0","1","0.00"
"881","Connor Bedard","CHI","C","82","1344.5833333333","11","24","21","3","35","68.63","139","7.91","13.65","282","205","140","34","11","23","66","25","23","0","2","12","74","23","46","48","37","229","372","38.10"
"177","Tom Wilson","WSH","R","81","1085.8166666667","16","18","11","7","34","55.74","109","14.68","12.56","224","169","124","53","5","15","75","28","24","3","1","28","79","13","202","68","56","3","7","30.00"
"288","Nick Schmaltz","UTA","C","82","1137.55","11","23","9","14","34","69.39","130","8.46","12.15","264","181","144","60","6","24","10","5","5","0","0","12","79","28","11","55","38","123","128","49.00"
"359","Jack Roslovic","CAR","C","81","971.63333333333","19","15","8","7","34","73.91","113","16.81","12.53","229","179","122","53","8","18","6","3","3","0","0","8","57","17","13","87","22","159","131","54.83"
"414","Alex DeBrincat","DET","R","82","1145.7166666667","22","12","7","5","34","70.83","172","12.79","16.78","330","249","166","58","7","28","29","12","11","1","0","25","60","27","32","87","38","19","22","46.34"
"716","Anton Lundell","FLA","C","79","992.41666666667","11","23","17","6","34","77.27","120","9.17","11.7","236","175","100","47","9","13","32","12","11","0","1","13","51","21","103","72","42","424","354","54.50"
"830","Cutter Gauthier","ANA","L","82","991.93333333333","15","19","11","8","34","68.00","157","9.55","15.15","333","253","151","57","17","31","20","10","10","0","0","10","73","21","68","71","45","19","26","42.22"
"40","Erik Karlsson","PIT","D","82","1547.8666666667","8","25","8","17","33","42.86","145","5.52","6.15","397","227","100","10","13","35","16","8","8","0","0","8","125","37","26","91","84","0","0","-"
"90","Tyler Toffoli","S.J","C","78","1004.3","20","13","10","3","33","78.57","167","11.98","14.41","288","217","146","54","14","28","14","7","7","0","0","18","45","16","49","32","30","13","10","56.52"
"102","Jaden Schwartz","SEA","C","81","1162.4166666667","17","16","8","8","33","64.71","151","11.26","16.09","282","225","149","82","11","27","22","11","11","0","0","10","55","38","42","78","39","18","21","46.15"
"148","Sean Couturier","PHI","C","79","1153.2666666667","11","22","13","9","33","60.00","122","9.02","15.08","213","167","128","68","5","18","35","16","15","1","0","15","75","24","54","69","42","542","434","55.53"
"247","Aleksander Barkov","FLA","C","67","935.53333333333","7","26","17","9","33","80.49","88","7.95","10.29","187","149","110","52","4","17","16","8","8","0","0","8","40","24","85","51","40","368","296","55.42"
"283","Dylan Larkin","DET","C","82","1188.4666666667","12","21","15","6","33","64.71","145","8.28","13.87","299","218","128","50","14","17","32","16","16","0","0","22","82","29","38","47","22","557","509","52.25"
"340","Timo Meier","N.J","R","80","1202.85","16","17","7","10","33","68.75","185","8.65","20.7","415","302","209","87","18","40","56","17","13","2","2","18","65","16","130","98","60","5","13","27.78"
"366","Thomas Chabot","OTT","D","80","1443.9166666667","7","26","14","12","33","50.00","155","4.52","7","369","222","106","13","19","29","22","11","11","0","0","4","92","29","54","111","115","0","0","-"
"408","Adam Fox","NYR","D","74","1265.2666666667","6","27","17","10","33","49.25","89","6.74","6.9","239","144","87","18","9","25","24","12","12","0","0","9","65","29","30","88","84","0","0","-"
"496","Gabriel Vilardi","WPG","C","71","1052.1833333333","13","20","12","8","33","60.00","88","14.77","12.16","166","132","108","66","4","14","12","5","5","0","0","15","31","20","21","73","49","50","62","44.64"
"542","Kiefer Sherwood","VAN","L","78","943.48333333333","15","18","11","7","33","68.75","114","13.16","9.91","241","182","99","41","7","18","33","15","14","1","0","16","44","22","440","93","25","14","18","43.75"
"551","Evan Bouchard","EDM","D","82","1524.0166666667","10","23","6","17","33","46.48","170","5.88","7.85","395","237","120","15","13","26","22","11","11","0","0","22","111","47","30","86","98","0","0","-"
"624","Bowen Byram","BUF","D","82","1507.1166666667","7","26","12","14","33","41.25","81","8.64","5.51","182","123","53","13","2","14","40","16","15","0","1","9","70","12","65","140","97","0","0","-"
"627","Dylan Cozens","BUF, OTT","C","82","1060.7","11","22","16","6","33","63.46","127","8.66","12.47","228","174","135","58","7","22","40","17","15","2","0","12","60","12","187","64","35","444","408","52.11"
"638","Kaapo Kakko","NYR, SEA","R","79","1061.6166666667","9","24","16","8","33","68.75","90","10.00","9.02","191","139","79","42","5","25","22","11","11","0","0","15","55","16","68","57","26","32","44","42.11"
"642","Jack Hughes","N.J","C","62","951.45","16","17","13","4","33","66.00","153","10.46","15.17","305","217","155","56","9","25","12","5","5","0","0","13","56","20","4","29","28","223","369","37.67"
"679","Dmitri Voronkov","CBJ","L","73","1035.5166666667","14","19","11","8","33","51.56","117","11.97","16.67","204","176","122","79","5","28","53","17","14","1","2","5","52","10","69","33","45","25","38","39.68"
"698","Lucas Raymond","DET","L","82","1123.3166666667","16","17","11","6","33","73.33","133","12.03","15.1","271","202","159","63","12","34","16","7","7","0","0","20","65","23","40","84","29","1","5","16.67"
"775","William Eklund","S.J","L","77","1106.7833333333","9","24","17","7","33","63.46","107","8.41","12.54","211","165","112","61","9","18","15","6","5","1","0","19","61","12","48","60","36","6","18","25.00"
"834","Lane Hutson","MTL","D","82","1512.9333333333","5","28","11","17","33","44.59","77","6.49","4.34","238","135","64","11","5","16","30","15","15","0","0","13","100","48","37","114","111","0","0","-"
"23","James van Riemsdyk","CBJ","L","71","803.23333333333","13","19","10","9","32","71.11","76","17.11","11.08","138","114","91","60","4","18","19","8","7","1","0","11","35","5","29","49","16","4","13","23.53"
"53","Kyle Palmieri","NYI","C","82","1150.95","17","15","8","7","32","62.75","128","13.28","15.7","281","218","163","64","6","28","18","9","9","0","0","12","48","16","46","88","45","8","18","30.77"
"56","Victor Hedman","T.B","D","79","1366.5333333333","11","21","14","7","32","45.71","123","8.94","6.42","311","199","84","15","15","25","20","10","10","0","0","6","103","23","36","79","112","0","0","-"
"58","Brayden Schenn","STL","C","82","1141.8666666667","9","23","13","10","32","60.38","98","9.18","11.12","186","144","111","53","7","16","57","21","16","5","0","13","49","12","184","57","44","486","446","52.15"
"228","Carter Verhaeghe","FLA","C","81","1148.2666666667","14","18","11","7","32","61.54","178","7.87","18.66","339","252","187","78","11","30","34","17","17","0","0","11","72","19","87","98","25","9","23","28.13"
"242","Artturi Lehkonen","COL","L","69","1098.6833333333","21","11","7","4","32","50.00","111","18.92","17.55","223","172","169","92","5","16","26","13","13","0","0","9","48","10","26","67","30","1","3","25.00"
"308","Devon Toews","COL","D","76","1503.8","7","25","8","17","32","46.38","119","5.88","6.54","301","189","87","17","8","20","18","8","8","0","0","8","66","32","35","48","78","0","0","-"
"490","Nico Hischier","N.J","C","75","1072.75","19","13","9","4","32","71.11","111","17.12","14.19","215","159","153","74","14","21","18","8","8","0","0","24","44","17","38","70","47","660","523","55.79"
"663","Pavel Dorofeyev","VGK","L","82","1124.2333333333","21","11","5","6","32","64.00","187","11.23","18.3","326","264","183","73","9","33","28","13","13","0","0","9","49","23","28","86","36","3","11","21.43"
"894","Will Smith","S.J","C","74","958.16666666667","12","20","16","4","32","69.57","98","12.24","8.59","201","140","104","30","9","16","12","6","6","0","0","5","63","12","13","37","12","51","100","33.77"
"86","Mats Zuccarello","MIN","R","69","1057.6833333333","13","18","12","6","31","67.39","105","12.38","9.56","200","152","107","39","6","21","20","10","10","0","0","22","65","26","32","47","46","14","20","41.18"
"118","Mark Stone","VGK","R","66","952.65","12","19","13","6","31","64.58","104","11.54","11.97","180","148","123","60","5","21","12","6","6","0","0","11","67","32","30","38","33","5","10","33.33"
"145","Ryan Strome","ANA","C","82","1077.3833333333","9","22","17","5","31","64.58","110","8.18","11.66","200","162","103","55","6","17","61","25","23","1","1","10","56","14","51","31","31","406","582","41.09"
"146","Mika Zibanejad","NYR","C","82","1044.4166666667","11","20","14","6","31","72.09","101","10.89","10.6","216","168","101","38","11","18","16","8","8","0","0","13","61","17","42","37","35","445","401","52.60"
"178","Tomas Hertl","VGK","C","73","986.43333333333","13","18","11","7","31","77.50","117","11.11","15.73","220","176","136","75","6","26","18","9","9","0","0","8","40","27","96","64","51","379","322","54.07"
"229","Oliver Bjorkstrand","SEA, T.B","R","79","966.78333333333","16","15","12","3","31","72.09","116","13.79","11.09","229","161","105","49","5","20","18","6","4","2","0","8","57","24","74","78","25","3","7","30.00"
"281","Kevin Fiala","L.A","L","81","1180.5","18","13","11","2","31","64.58","173","10.40","16.48","352","273","163","62","11","24","34","16","16","0","0","15","78","25","57","85","20","14","19","42.42"
"327","Frank Vatrano","ANA","R","81","1065.9166666667","14","17","4","13","31","67.39","170","8.24","15.88","295","242","158","73","8","29","58","29","29","0","0","19","46","11","160","51","54","15","17","46.88"
"333","Pavel Zacha","BOS","C","82","1116.1333333333","8","23","13","10","31","58.49","84","9.52","11.8","175","130","120","53","8","12","15","6","5","1","0","7","49","20","60","40","21","274","232","54.15"
"389","Kirill Kaprizov","MIN","L","41","725.01666666667","12","19","13","6","31","81.58","87","13.79","8.91","193","119","96","40","9","12","16","8","8","0","0","11","48","11","13","42","16","0","0","-"
"523","Fabian Zetterlund","OTT, S.J","L","84","1145.8166666667","12","19","12","7","31","60.78","141","8.51","16.61","284","219","163","74","10","28","10","5","5","0","0","19","47","19","148","85","79","21","14","60.00"
"527","Drake Batherson","OTT","R","82","1117.65","11","20","13","7","31","79.49","120","9.17","12.27","232","177","113","50","10","13","30","15","15","0","0","22","42","20","138","61","26","7","7","50.00"
"559","Jesperi Kotkaniemi","CAR","C","78","965.48333333333","11","20","9","11","31","63.27","98","11.22","11.6","189","140","104","49","8","24","50","19","17","2","0","13","61","18","63","105","28","346","315","52.34"
"702","Jake Neighbours","STL","L","82","1061.35","14","17","12","5","31","67.39","97","14.43","10.72","157","129","108","55","7","11","50","19","15","4","0","24","46","13","166","109","52","5","11","31.25"
"705","Seth Jarvis","CAR","C","73","956.45","13","18","11","7","31","73.81","125","10.40","16.58","261","195","161","78","12","24","12","6","6","0","0","18","51","18","81","124","34","23","50","31.51"
"736","Tyson Foerster","PHI","R","81","1071.3","16","15","7","8","31","70.45","104","15.38","12.34","216","167","129","56","9","29","37","13","11","1","1","17","38","13","73","81","47","0","1","0.00"
"863","Shane Wright","SEA","C","79","916.43333333333","12","19","12","7","31","63.27","64","18.75","9.87","141","113","91","52","3","7","14","7","7","0","0","10","65","13","52","85","61","323","420","43.47"
"913","Maxim Tsyplakov","NYI","R","77","1011.75","8","23","12","11","31","70.45","103","7.77","14.08","238","170","125","60","8","25","31","14","13","1","0","8","73","27","137","100","38","7","9","43.75"
"42","John Carlson","WSH","D","79","1292.5833333333","3","27","14","13","30","46.15","116","2.59","5.04","282","180","83","12","11","22","14","7","7","0","0","8","95","28","39","74","90","0","0","-"
"105","Zach Hyman","EDM","L","73","1079.2333333333","19","11","8","3","30","49.18","155","12.26","23.59","291","234","202","122","3","34","22","11","11","0","0","14","37","11","53","90","22","1","3","25.00"
"107","Taylor Hall","CAR, CHI","L","77","997.56666666667","11","19","12","7","30","69.77","120","9.17","10.8","255","174","119","42","7","21","36","18","18","0","0","16","63","30","40","102","41","31","43","41.89"
"143","Jonathan Huberdeau","CGY","C, L","81","1147.3333333333","13","17","13","4","30","63.83","98","13.27","11.42","178","131","110","54","13","14","32","16","16","0","0","20","66","19","47","54","51","9","20","31.03"
"257","Josh Morrissey","WPG","D","80","1565.9166666667","9","21","9","12","30","46.15","142","6.34","6.13","343","216","71","7","6","22","20","10","10","0","0","10","70","28","45","92","97","0","0","-"
"277","Sam Bennett","FLA","C","76","1051.6166666667","14","16","10","6","30","68.18","173","8.09","17.24","299","238","165","76","6","28","70","28","25","2","1","20","52","25","127","40","37","406","469","46.40"
"280","Nikolaj Ehlers","WPG","L","69","857.55","14","16","8","8","30","78.95","126","11.11","11.16","274","205","115","37","10","24","15","6","5","1","0","22","46","13","33","61","29","5","13","27.78"
"345","Sebastian Aho","CAR","C","79","1074.05","13","17","13","4","30","58.82","117","11.11","13.7","275","207","158","58","14","20","32","15","15","0","0","16","70","22","51","62","22","464","383","54.78"
"397","Mason Marchment","DAL","L","62","802.63333333333","14","16","12","4","30","73.17","104","13.46","10.94","192","150","117","47","8","17","45","20","19","1","0","15","51","20","73","86","20","11","8","57.89"
"543","Eric Robinson","CAR","L","82","933.63333333333","12","18","14","4","30","58.82","104","11.54","14.84","207","162","141","80","10","22","10","5","5","0","0","10","41","9","122","106","13","6","22","21.43"
"662","Simon Holmstrom","NYI","R","75","965.06666666667","13","17","12","5","30","62.50","65","20.00","7.98","153","118","94","37","3","17","6","3","3","0","0","10","41","10","25","47","47","1","2","33.33"
"89","Jason Zucker","BUF","L","73","909.81666666667","9","20","15","5","29","58.00","105","8.57","11.16","210","169","96","53","8","17","51","15","12","1","2","14","64","20","64","38","20","13","25","34.21"
"132","Jean-Gabriel Pageau","NYI","C","79","1011.4333333333","11","18","9","9","29","67.44","93","11.83","12.69","175","139","114","57","2","22","13","5","4","1","0","15","40","19","128","95","35","411","283","59.22"
"231","Nick Paul","T.B","L","76","1073.7833333333","15","14","8","6","29","67.44","118","12.71","11.89","219","166","117","63","9","12","26","5","3","0","2","4","44","19","64","64","29","315","331","48.76"
"236","Shea Theodore","VGK","D","67","1225.15","4","25","13","12","29","53.70","96","4.17","4.36","258","141","69","4","5","22","26","13","13","0","0","6","96","27","4","81","69","0","0","-"
"466","Mathieu Olivier","CBJ","R","82","1060.1166666667","16","13","6","7","29","69.05","103","15.53","12.19","186","140","102","68","9","23","139","43","27","15","1","28","46","21","301","70","69","10","18","35.71"
"467","Trevor Moore","L.A","L","71","933.9","10","19","7","12","29","65.91","118","8.47","13.01","251","190","124","55","7","26","10","5","5","0","0","9","38","19","66","58","23","0","8","0.00"
"497","Owen Tippett","PHI","R","77","1003.4333333333","18","11","8","3","29","65.91","152","11.84","12.03","338","238","147","46","20","27","16","7","7","0","0","10","52","27","105","84","62","6","7","46.15"
"540","Pius Suter","VAN","C","81","1029.0166666667","18","11","5","6","29","64.44","97","18.56","11.7","190","136","122","56","6","28","16","8","8","0","0","4","39","12","54","40","29","301","402","42.82"
"653","Thomas Harley","DAL","D","78","1427.2666666667","11","18","7","11","29","37.18","132","8.33","6.7","309","193","86","12","10","28","14","7","7","0","0","3","101","21","30","147","97","0","0","-"
"18","Jordan Staal","CAR","C","75","944.03333333333","11","17","12","5","28","73.68","98","11.22","13.97","184","146","132","74","2","21","12","6","6","0","0","6","37","6","133","55","27","558","426","56.71"
"54","Ryan O'Reilly","NSH","C","79","1096.05","8","20","10","10","28","65.12","96","8.33","13.87","179","147","130","67","6","21","13","5","4","1","0","11","52","24","16","34","59","522","396","56.86"
"187","Chandler Stephenson","SEA","C","78","1066.95","10","18","11","7","28","62.22","47","21.28","4.98","87","69","48","18","2","7","20","9","9","0","0","11","47","21","29","56","37","521","480","52.05"
"192","Jordan Martinook","CAR","L","79","1004.5666666667","12","16","11","5","28","70.00","101","11.88","15.04","231","181","130","74","13","19","16","8","8","0","0","6","49","16","75","86","42","31","30","50.82"
"421","Brett Howden","VGK","C","80","1055.0333333333","16","12","7","5","28","59.57","112","14.29","12.84","201","166","129","67","12","14","42","18","16","2","0","17","40","21","113","82","45","243","212","53.41"
"528","Noah Cates","PHI","L","78","982.65","14","14","9","5","28","68.29","90","15.56","11.85","171","133","104","72","7","16","12","6","6","0","0","11","30","18","83","61","40","410","466","46.80"
"732","Cole Perfetti","WPG","C","82","1069.0833333333","10","18","11","7","28","66.67","111","9.01","13.52","229","179","132","55","3","23","20","10","10","0","0","9","47","18","70","75","43","18","39","31.58"
"776","Owen Power","BUF","D","79","1341.5","5","23","9","14","28","45.16","101","4.95","4.96","233","151","75","16","6","18","14","7","7","0","0","2","69","22","24","109","92","0","0","-"
"885","Leo Carlsson","ANA","C","76","949.71666666667","12","16","6","10","28","80.00","87","13.79","10.71","170","131","116","56","7","17","12","6","6","0","0","15","41","17","21","35","32","261","362","41.89"
"5","Evgeni Malkin","PIT","C","68","981.55","10","17","12","5","27","71.05","86","11.63","11.64","179","121","109","52","0","16","34","16","16","0","0","23","68","28","29","59","42","271","323","45.62"
"28","Evgenii Dadonov","DAL","R","80","980.2","13","14","8","6","27","56.25","105","12.38","12.68","197","156","99","64","8","19","10","5","5","0","0","7","61","9","43","93","38","0","0","-"
"115","Brendan Gallagher","MTL","R","82","990.51666666667","12","15","9","6","27","69.23","126","9.52","16.33","259","187","166","75","16","22","39","18","17","1","0","19","53","15","89","51","38","0","4","0.00"
"163","Yanni Gourde","SEA, T.B","C","57","794.01666666667","5","22","10","12","27","75.00","65","7.69","9.42","135","110","69","41","7","15","42","14","10","4","0","11","35","15","105","65","27","236","225","51.19"
"179","Teuvo Teravainen","CHI","C","82","1038.75","6","21","13","8","27","69.23","77","7.79","6.43","152","112","68","19","6","16","12","6","6","0","0","3","58","17","27","29","20","33","54","37.93"
"184","Colton Parayko","STL","D","64","1265.3","13","14","4","10","27","43.55","104","12.50","6.15","220","153","67","16","7","17","8","4","4","0","0","5","82","23","86","121","123","0","0","-"
"234","Andre Burakovsky","SEA","L","79","975.16666666667","10","17","12","5","27","62.79","95","10.53","8.29","178","137","100","35","6","12","12","6","6","0","0","11","33","18","33","90","27","2","3","40.00"
"295","Marcus Pettersson","PIT, VAN","D","78","1425.7333333333","4","23","12","11","27","36.00","66","6.06","2.53","205","122","45","4","8","23","45","21","20","1","0","12","85","26","70","192","114","0","0","-"
"324","Darren Raddysh","T.B","D","73","1088.2","4","23","9","14","27","50.00","86","4.65","3.22","225","147","50","2","9","17","14","7","7","0","0","5","52","9","37","110","64","0","0","-"
"348","Keegan Kolesar","VGK","R","82","1032.0166666667","11","16","7","9","27","69.23","85","12.94","10","161","131","95","50","7","20","53","16","9","7","0","15","34","12","235","128","48","6","12","33.33"
"404","Matthew Tkachuk","FLA","L","52","715.66666666667","8","19","13","6","27","71.05","93","8.60","9.41","181","140","74","38","7","27","34","17","17","0","0","20","42","9","79","21","11","1","2","33.33"
"664","Jackson LaCombe","ANA","D","75","1240.1166666667","10","17","10","7","27","52.94","91","10.99","7.02","181","128","61","30","4","18","26","13","13","0","0","9","69","23","60","130","96","0","0","-"
"670","Ilya Mikheyev","CHI","R","80","1048.85","14","13","6","7","27","57.45","119","11.76","12.41","197","161","109","65","9","23","16","8","8","0","0","3","52","16","30","48","10","0","3","0.00"
"751","Bobby McMann","TOR","C","74","958.73333333333","16","11","7","4","27","56.25","150","10.67","12.19","259","210","124","51","14","21","27","12","11","1","0","9","31","16","135","60","23","3","13","18.75"
"773","Matty Beniers","SEA","C","82","1195.35","13","14","9","5","27","58.70","111","11.71","11.72","232","177","126","48","6","20","12","6","6","0","0","19","58","26","41","107","69","483","526","47.87"
"837","Marco Kasper","DET","C","77","1012.9166666667","13","14","5","9","27","75.00","112","11.61","14.32","205","167","110","65","8","19","32","12","11","0","1","11","43","8","155","72","41","256","314","44.91"
"13","Nick Foligno","CHI","L","78","983.38333333333","10","16","8","8","26","68.42","77","12.99","9.88","123","101","73","52","6","18","42","15","11","4","0","14","43","12","192","52","25","235","250","48.45"
"26","Patrick Kane","DET","R","72","1010.6333333333","8","18","9","9","26","74.29","114","7.02","9.94","212","166","95","36","9","22","12","6","6","0","0","8","65","11","19","16","21","2","3","40.00"
"35","Steven Stamkos","NSH","C","82","1118.5166666667","11","15","12","3","26","65.00","87","12.64","10.56","168","127","109","51","4","20","40","20","20","0","0","11","47","18","61","43","44","316","330","48.92"
"66","Reilly Smith","NYR, VGK","R","79","981.81666666667","7","19","12","7","26","61.90","99","7.07","11.21","169","137","103","51","10","18","24","11","11","0","0","6","59","20","40","49","35","3","6","33.33"
